"TOA5","CR1000_cigar","CR1000","E3121","CR1000.Std.22","CPU:SBGmeas.CR1","31038","SBG_meas"
"TIMESTAMP","RECORD","BigRedButtonPressed","SBG","SBG_flux"
"TS","RN","","",""
"","","Smp","Smp","Smp"
"2017-05-16 16:05:24.45",166,0,0.02594499,0.04923148
"2017-05-16 16:05:24.5",167,0,0.02560805,0.04859212
"2017-05-16 16:05:24.55",168,0,0.02594499,0.04923148
"2017-05-16 16:05:24.6",169,0,0.02661889,0.05051022
"2017-05-16 16:05:24.65",170,0,0.02628194,0.04987086
"2017-05-16 16:05:24.7",171,0,0.02628194,0.04987086
"2017-05-16 16:05:24.75",172,0,0.02628194,0.04987086
"2017-05-16 16:05:24.8",173,0,0.02661889,0.05051022
"2017-05-16 16:05:24.85",174,0,0.02695584,0.0511496
"2017-05-16 16:05:24.9",175,0,0.02661889,0.05051022
"2017-05-16 16:05:24.95",176,0,0.02661889,0.05051022
"2017-05-16 16:05:25",177,0,0.02729279,0.05178897
"2017-05-16 16:05:25.05",178,0,0.02695584,0.0511496
"2017-05-16 16:05:25.1",179,0,0.02628194,0.04987086
"2017-05-16 16:05:25.15",180,0,0.02695584,0.0511496
"2017-05-16 16:05:25.2",181,0,0.02695584,0.0511496
"2017-05-16 16:05:25.25",182,0,0.02628194,0.04987086
"2017-05-16 16:05:25.3",183,0,0.02729279,0.05178897
"2017-05-16 16:05:25.35",184,0,0.02695584,0.0511496
"2017-05-16 16:05:25.4",185,0,0.02695584,0.0511496
"2017-05-16 16:05:25.45",186,0,0.02628194,0.04987086
"2017-05-16 16:05:25.5",187,0,0.02628194,0.04987086
"2017-05-16 16:05:25.55",188,0,0.02661889,0.05051022
"2017-05-16 16:05:25.6",189,0,0.02594499,0.04923148
"2017-05-16 16:05:25.65",190,0,0.0252711,0.04795275
"2017-05-16 16:05:25.7",191,0,0.02560805,0.04859212
"2017-05-16 16:05:25.75",192,0,0.02628194,0.04987086
"2017-05-16 16:05:25.8",193,0,0.02594499,0.04923148
"2017-05-16 16:05:25.85",194,0,0.02560805,0.04859212
"2017-05-16 16:05:25.9",195,0,0.02493415,0.04731338
"2017-05-16 16:05:25.95",196,0,0.02426025,0.04603463
"2017-05-16 16:05:26",197,0,0.02493415,0.04731338
"2017-05-16 16:05:26.05",198,0,0.02426025,0.04603463
"2017-05-16 16:05:26.1",199,0,0.02426025,0.04603463
"2017-05-16 16:05:26.15",200,0,0.02392331,0.04539527
"2017-05-16 16:05:26.2",201,0,0.02426025,0.04603463
"2017-05-16 16:05:26.25",202,0,0.02426025,0.04603463
"2017-05-16 16:05:26.3",203,0,0.02392331,0.04539527
"2017-05-16 16:05:26.35",204,0,0.02392331,0.04539527
"2017-05-16 16:05:26.4",205,0,0.02426025,0.04603463
"2017-05-16 16:05:26.45",206,0,0.02392331,0.04539527
"2017-05-16 16:05:26.5",207,0,0.0245972,0.04667401
"2017-05-16 16:05:26.55",208,0,0.0252711,0.04795275
"2017-05-16 16:05:26.6",209,0,0.0252711,0.04795275
"2017-05-16 16:05:26.65",210,0,0.02560805,0.04859212
"2017-05-16 16:05:26.7",211,0,0.02560805,0.04859212
"2017-05-16 16:05:26.75",212,0,0.02661889,0.05051022
"2017-05-16 16:05:26.8",213,0,0.02661889,0.05051022
"2017-05-16 16:05:26.85",214,0,0.02695584,0.0511496
"2017-05-16 16:05:26.9",215,0,0.02796668,0.05306771
"2017-05-16 16:05:26.95",216,0,0.02796668,0.05306771
"2017-05-16 16:05:27",217,0,0.02830363,0.05370707
"2017-05-16 16:05:27.05",218,0,0.02762973,0.05242833
"2017-05-16 16:05:27.1",219,0,0.02830363,0.05370707
"2017-05-16 16:05:27.15",220,0,0.02695584,0.0511496
"2017-05-16 16:05:27.2",221,0,0.02864058,0.05434645
"2017-05-16 16:05:27.25",222,0,0.02729279,0.05178897
"2017-05-16 16:05:27.3",223,0,0.02729279,0.05178897
"2017-05-16 16:05:27.35",224,0,0.02594499,0.04923148
"2017-05-16 16:05:27.4",225,0,0.02695584,0.0511496
"2017-05-16 16:05:27.45",226,0,0.02695584,0.0511496
"2017-05-16 16:05:27.5",227,0,0.02628194,0.04987086
"2017-05-16 16:05:27.55",228,0,0.02628194,0.04987086
"2017-05-16 16:05:27.6",229,0,0.02594499,0.04923148
"2017-05-16 16:05:27.65",230,0,0.02661889,0.05051022
"2017-05-16 16:05:27.7",231,0,0.02695584,0.0511496
"2017-05-16 16:05:27.75",232,0,0.02661889,0.05051022
"2017-05-16 16:05:27.8",233,0,0.02695584,0.0511496
"2017-05-16 16:05:27.85",234,0,0.02628194,0.04987086
"2017-05-16 16:05:27.9",235,0,0.02628194,0.04987086
"2017-05-16 16:05:27.95",236,0,0.02628194,0.04987086
"2017-05-16 16:05:28",237,0,0.02661889,0.05051022
"2017-05-16 16:05:28.05",238,-1,0.02628194,0.04987086
"2017-05-16 16:05:28.1",239,-1,0.02661889,0.05051022
"2017-05-16 16:05:28.15",240,-1,0.02628194,0.04987086
"2017-05-16 16:05:28.2",241,-1,0.02762973,0.05242833
"2017-05-16 16:05:28.25",242,-1,0.02695584,0.0511496
"2017-05-16 16:05:28.3",243,-1,0.02729279,0.05178897
"2017-05-16 16:05:28.35",244,-1,0.02695584,0.0511496
"2017-05-16 16:05:28.4",245,-1,0.02628194,0.04987086
"2017-05-16 16:05:28.45",246,-1,0.02695584,0.0511496
"2017-05-16 16:05:28.5",247,-1,0.02695584,0.0511496
"2017-05-16 16:05:28.55",248,-1,0.02661889,0.05051022
"2017-05-16 16:05:28.6",249,-1,0.02695584,0.0511496
"2017-05-16 16:05:28.65",250,-1,0.02729279,0.05178897
"2017-05-16 16:05:28.7",251,-1,0.02830363,0.05370707
"2017-05-16 16:05:28.75",252,-1,0.02661889,0.05051022
"2017-05-16 16:05:28.8",253,-1,0.02729279,0.05178897
"2017-05-16 16:05:28.85",254,-1,0.02661889,0.05051022
"2017-05-16 16:05:28.9",255,-1,0.02661889,0.05051022
"2017-05-16 16:05:28.95",256,-1,0.02729279,0.05178897
"2017-05-16 16:05:29",257,-1,0.02661889,0.05051022
